"gene_name" "rank"
"PIK3CG" "PIK3CG" -1.3060189366279
"PTPRU" "PTPRU" 1.30584996136272
"FAM3C2P" "FAM3C2P" 1.30579130157753
"PARPBP" "PARPBP" -1.30570767279369
"TUBGCP5" "TUBGCP5" -1.30562683664961
"AL590627.1" "AL590627.1" 1.30546341839242
"HGH1" "HGH1" 1.30542701030081
"GTPBP10" "GTPBP10" -1.30511851399204
"ACTR8" "ACTR8" -1.30506169134192
"TAF1B" "TAF1B" -1.30493609181163
"Z74021.1" "Z74021.1" 1.30482259967628
"SEPTIN9-DT" "SEPTIN9-DT" 1.30461215873592
"GPC3" "GPC3" -1.30416563073765
"AOC2" "AOC2" 1.30414804242475
"FAM200A" "FAM200A" -1.30414318383147
"MBD3" "MBD3" 1.30365493206941
"TIAF1" "TIAF1" -1.30363588479122
"HDHD2" "HDHD2" -1.30306847134706
"PCMTD2" "PCMTD2" 1.3030203878889
"DDA1" "DDA1" 1.30259576143509
"SLX4" "SLX4" 1.30258333642483
"TGFB3" "TGFB3" 1.30256857460978
"METTL17" "METTL17" -1.30254289619725
"FARS2" "FARS2" 1.30213638265377
"PTPA" "PTPA" -1.30204083405617
"FAM215B" "FAM215B" 1.30196567267608
"KCTD3" "KCTD3" -1.30149204376013
"IFT80" "IFT80" -1.30146453639273
"TBC1D13" "TBC1D13" 1.30133235228063
"PTCH1" "PTCH1" -1.30091464019003
"ENTPD1-AS1" "ENTPD1-AS1" 1.30046347915341
"PRKD2" "PRKD2" -1.30037326593402
"KCNC4" "KCNC4" 1.30020535451674
"LRRC37A16P" "LRRC37A16P" 1.30012893603893
"HLX" "HLX" -1.29978881704736
"EIF4EP1" "EIF4EP1" 1.29977531722967
"TCEANC2" "TCEANC2" -1.29967398012226
"LRRC23" "LRRC23" 1.29961504347718
"NUDT15" "NUDT15" -1.29939861102201
"SLC19A1" "SLC19A1" 1.29918670785203
"ASRGL1" "ASRGL1" 1.2991235401362
"CEP68" "CEP68" 1.29866260438534
"ARL6IP4" "ARL6IP4" 1.2984727042879
"LDHD" "LDHD" 1.29827599808493
"AL031708.1" "AL031708.1" 1.29801253674092
"PPP2R5B" "PPP2R5B" 1.2975815788294
"ATIC" "ATIC" -1.29681754934567
"NNT" "NNT" -1.29678215945221
"DGCR6L" "DGCR6L" 1.29627274106991
"POLE3" "POLE3" -1.29574616050336
"HOXB7" "HOXB7" 1.29566705495017
"MRPL13" "MRPL13" 1.29537952398202
"LATS2" "LATS2" 1.29519466259321
"RPS6KA4" "RPS6KA4" 1.29504746190276
"SMPDL3A" "SMPDL3A" -1.2947445795457
"CASP10" "CASP10" -1.29474275781851
"SLC9B2" "SLC9B2" -1.29434529099327
"RASGEF1B" "RASGEF1B" -1.29425049994534
"RELA-DT" "RELA-DT" 1.29406450055405
"LDHA" "LDHA" -1.29398367052159
"AC010442.1" "AC010442.1" 1.29380384616034
"BTBD6" "BTBD6" 1.29345847404416
"HPS3" "HPS3" -1.29282904996428
"USP19" "USP19" 1.29282299426521
"GNB4" "GNB4" -1.29279938156474
"MAP3K4" "MAP3K4" -1.2926468958432
"PNPLA1" "PNPLA1" 1.29241473030601
"KLC4" "KLC4" 1.29156461912741
"SLC25A44" "SLC25A44" 1.29124179674963
"PDP1" "PDP1" -1.29071067939108
"DECR2" "DECR2" 1.29024067248343
"FCGR1B" "FCGR1B" -1.2900288622506
"SPTBN5" "SPTBN5" -1.28949048840128
"STX7" "STX7" 1.28902868329548
"AFG3L1P" "AFG3L1P" 1.28865493465871
"CRIP1" "CRIP1" 1.28849217377038
"FAM20A" "FAM20A" -1.2881281861932
"OPN3" "OPN3" 1.28794214497642
"NAIF1" "NAIF1" 1.28770804848987
"ALG8" "ALG8" -1.28768092663395
"SPTA1" "SPTA1" -1.28759928246551
"FAM53A" "FAM53A" 1.28716296433889
"SLC35B2" "SLC35B2" 1.28694643494624
"LGALS8" "LGALS8" -1.28691462291949
"SNTA1" "SNTA1" 1.28654107329555
"ZNF274" "ZNF274" 1.28639695768385
"AC087521.2" "AC087521.2" 1.2862077949844
"SH3PXD2B" "SH3PXD2B" -1.28616294265875
"HDAC2-AS2" "HDAC2-AS2" 1.2861269129195
"TEX264" "TEX264" 1.28605470208126
"CDC40" "CDC40" -1.28602473832058
"OLMALINC" "OLMALINC" 1.28580258313467
"DPP7" "DPP7" 1.28513335773306
"SENP7" "SENP7" -1.28510435905644
"ZFAND6" "ZFAND6" -1.28450162083957
"B9D1" "B9D1" 1.28419356896444
"ARMCX4" "ARMCX4" 1.28405927560431
"APOL2" "APOL2" -1.28390565606636
"PEX10" "PEX10" 1.2838131104741
"ATP5PB" "ATP5PB" -1.28373897119006
"OSGIN1" "OSGIN1" 1.28373406029707
"TBC1D10A" "TBC1D10A" 1.28362649179551
"PPP1R13B" "PPP1R13B" 1.28362114914102
"ABCD3" "ABCD3" -1.28313156001512
"PGM3" "PGM3" -1.28300341051966
"GABARAP" "GABARAP" 1.28285480045345
"ZNF496" "ZNF496" 1.28283684294224
"NECAP1" "NECAP1" -1.28267729295489
"SMN2" "SMN2" 1.2822042033495
"CCNJ" "CCNJ" -1.28175070352629
"ACAD10" "ACAD10" 1.28172206629268
"SERTAD3" "SERTAD3" -1.2816671108517
"POMT2" "POMT2" 1.28114481002306
"NUDT16-DT" "NUDT16-DT" 1.28049319133011
"SHMT2" "SHMT2" 1.28045111773697
"TRGV8" "TRGV8" 1.28038165305177
"ITGB1P1" "ITGB1P1" 1.2800771603005
"RAD51-AS1" "RAD51-AS1" 1.28002861851472
"SPRING1" "SPRING1" 1.27999342330117
"CNTLN" "CNTLN" -1.2798392320691
"TMEM35B" "TMEM35B" 1.27978151515236
"GXYLT1" "GXYLT1" -1.27949496681844
"KIFC2" "KIFC2" 1.27907946606243
"LINC01607" "LINC01607" 1.27891569869962
"SEPTIN3" "SEPTIN3" 1.27885204801857
"MTPAP" "MTPAP" -1.27810987313652
"MCOLN1" "MCOLN1" 1.2779409396223
"ADORA2A" "ADORA2A" -1.2777737283837
"RAB20" "RAB20" 1.27762066500218
"PRKCI" "PRKCI" -1.2776026080058
"DNAJB1" "DNAJB1" 1.2772310507894
"DNAJA4" "DNAJA4" 1.2765859813063
"SLC22A15" "SLC22A15" 1.27644352379761
"ACE" "ACE" 1.27643759995847
"KIAA0895L" "KIAA0895L" 1.27639541488294
"CFAP97" "CFAP97" -1.27625024032138
"EPN2" "EPN2" 1.27590274187966
"ZNF142" "ZNF142" 1.27568644978889
"AL359632.1" "AL359632.1" 1.27562441685847
"MIR3142HG" "MIR3142HG" -1.27539221714491
"NR2C1" "NR2C1" -1.27533472407537
"CEP350" "CEP350" -1.27508743217924
"RB1" "RB1" -1.27499293044573
"SPI1" "SPI1" 1.27492546344956
"SLC7A11-AS1" "SLC7A11-AS1" 1.27486159811674
"PAFAH2" "PAFAH2" 1.27485333314643
"DUSP4" "DUSP4" -1.27459794486994
"CDK7" "CDK7" -1.27348336428767
"ATAD5" "ATAD5" -1.27348052293593
"CC2D1B" "CC2D1B" 1.27285251717229
"IP6K1" "IP6K1" 1.2727636031791
"NME6" "NME6" 1.27260856417244
"AC093909.1" "AC093909.1" -1.2723019206505
"ZNF696" "ZNF696" 1.27225724272354
"CCDC157" "CCDC157" 1.27219809982451
"RASA1" "RASA1" -1.27212577521224
"RPP38" "RPP38" -1.27207311721208
"SMG1P7" "SMG1P7" -1.2714165838926
"SASS6" "SASS6" -1.2708673734646
"DCAF10" "DCAF10" 1.26915799404899
"AL590560.2" "AL590560.2" -1.26910450721652
"GTPBP4" "GTPBP4" -1.26875788941569
"RSPO3" "RSPO3" -1.26863977302969
"RUVBL2" "RUVBL2" 1.26863330687949
"POLR1A" "POLR1A" 1.26857343968675
"CMTM3" "CMTM3" -1.26856446613206
"STX18-AS1" "STX18-AS1" 1.26854132356831
"AC008982.1" "AC008982.1" -1.26786525137831
"H2BP2" "H2BP2" -1.26684677326407
"SCO1" "SCO1" -1.26675020876235
"NSUN4" "NSUN4" 1.26616801984721
"BEND3P3" "BEND3P3" 1.26571614072112
"DNAJC4" "DNAJC4" 1.26551312071866
"CD86" "CD86" -1.26549440431037
"CD36" "CD36" -1.26523301642327
"PLBD2" "PLBD2" 1.26520713410769
"AC139795.2" "AC139795.2" 1.26496722175889
"DYNLT3" "DYNLT3" -1.2649234940206
"RPL23AP82" "RPL23AP82" 1.26488013994872
"CDIPT" "CDIPT" 1.26478721194244
"CLEC16A" "CLEC16A" 1.26380576130739
"DHDH" "DHDH" 1.26341610363574
"DUSP11" "DUSP11" -1.26291745808735
"WASH2P" "WASH2P" 1.26285036525208
"XRN1" "XRN1" -1.26273972721766
"SF3A2" "SF3A2" 1.26259956969462
"KTI12" "KTI12" 1.26203696253682
"GLI4" "GLI4" 1.26119851472773
"MOSPD3" "MOSPD3" 1.26092138783812
"ST20" "ST20" -1.26047426481378
"KCNA10" "KCNA10" 1.26038230021543
"TMEM30A" "TMEM30A" -1.2602069936725
"SLC30A5" "SLC30A5" -1.2598790330237
"ANP32B" "ANP32B" -1.25925921038441
"PUSL1" "PUSL1" 1.25917029326872
"ITGB2-AS1" "ITGB2-AS1" -1.25875863926959
"ROCK1" "ROCK1" -1.25859418742521
"CEP290" "CEP290" -1.25819577837444
"ZMPSTE24-DT" "ZMPSTE24-DT" -1.25792505704341
"DSP" "DSP" -1.25791990723597
"LRMDA" "LRMDA" 1.25756498559507
"CD48" "CD48" -1.25723145448553
"MZT1" "MZT1" -1.25700945217201
"CLCN6" "CLCN6" 1.25687002614715
"HDX" "HDX" -1.25669766448751
"SF3B5" "SF3B5" 1.25661648658909
"FAM98B" "FAM98B" -1.25656138120141
"PRX" "PRX" 1.2560429533289
"AL731571.1" "AL731571.1" 1.25594435338966
"LLPH" "LLPH" -1.2558345557174
"SRGAP2D" "SRGAP2D" 1.25548025467801
"SEPSECS" "SEPSECS" -1.2553128415892
"RXRB" "RXRB" 1.25526252516596
"ATXN1L" "ATXN1L" 1.25468548475387
"C22orf39" "C22orf39" 1.25442200669323
"AL513550.1" "AL513550.1" -1.25441271690028
"ZNF484" "ZNF484" -1.25416024556157
"PARG" "PARG" -1.25403787494644
"PELI3" "PELI3" 1.25345003942984
"PEX6" "PEX6" 1.25295854127865
"MFSD9" "MFSD9" 1.25264927475219
"SESN2" "SESN2" 1.25209202473331
"RASSF2" "RASSF2" -1.2519551914726
"IFIT2" "IFIT2" -1.25190986938389
"FOXP4" "FOXP4" 1.2515633407389
"SPINK1" "SPINK1" 1.25143509890248
"FBXO10" "FBXO10" 1.2511121486201
"CYP20A1" "CYP20A1" -1.25070990225916
"FERP1" "FERP1" -1.25025386567311
"CDCA7L" "CDCA7L" -1.25004400133885
"SENP1" "SENP1" -1.24962409620455
"MAPK6" "MAPK6" -1.24926122770561
"FTX" "FTX" 1.24901127393973
"TENT5A" "TENT5A" -1.24894880100177
"AC009120.2" "AC009120.2" -1.24887256103381
"APEX2" "APEX2" 1.24875209995948
"PFKL" "PFKL" 1.24830887725207
"IMPDH1" "IMPDH1" 1.24796649989193
"MAX" "MAX" -1.24792712906909
"NDUFB8" "NDUFB8" 1.24766598399523
"ABHD13" "ABHD13" -1.24753152691126
"BCOR" "BCOR" -1.24750328558869
"APOL6" "APOL6" -1.24669549568945
"DHX40" "DHX40" -1.24620716535808
"AC091390.5" "AC091390.5" -1.24619820328947
"STS" "STS" -1.24618714288158
"AC008622.2" "AC008622.2" 1.24614267319312
"SMIM29" "SMIM29" 1.24563268889664
"RNF41" "RNF41" 1.24557965689459
"UQCR11" "UQCR11" 1.24556850059956
"SDS" "SDS" -1.24548907347251
"MLST8" "MLST8" 1.24512715212073
"METTL22" "METTL22" 1.24466005503113
"PLEKHG6" "PLEKHG6" 1.24451540864731
"SPART" "SPART" -1.24371269353075
"CCDC32" "CCDC32" -1.24357517238205
"MBD2" "MBD2" -1.24230887955267
"PTRHD1" "PTRHD1" -1.24216533245769
"TCFL5" "TCFL5" 1.24211639412555
"SPDYE16" "SPDYE16" 1.24168789978924
"FUZ" "FUZ" 1.24158486923607
"UQCRC2" "UQCRC2" -1.24121139984872
"TMC6" "TMC6" 1.24091585058243
"PILRB" "PILRB" 1.24073468230428
"C2CD2" "C2CD2" 1.24063196575389
"NIPBL" "NIPBL" -1.24037246108651
"GBP7" "GBP7" -1.23997566011373
"AC022400.7" "AC022400.7" 1.23934274553528
"USP8" "USP8" -1.23918724616585
"TVP23C" "TVP23C" 1.23917207867494
"HEATR1" "HEATR1" -1.23911115361957
"SPCS1" "SPCS1" -1.2390343150083
"LDLRAD3" "LDLRAD3" 1.23857399122571
"AL031283.1" "AL031283.1" 1.23847293456812
"ZNF70" "ZNF70" 1.23714277108684
"SMCHD1" "SMCHD1" -1.23690643515381
"MSC" "MSC" -1.23687033447094
"CTNNAL1" "CTNNAL1" -1.23661798842733
"FBXL2" "FBXL2" 1.23657777640106
"SIRPAP1" "SIRPAP1" 1.23624627376493
"ZNF205" "ZNF205" 1.23611639726726
"ZC3H14" "ZC3H14" -1.23591990340422
"GNRH1" "GNRH1" -1.23590587673091
"PTCD3" "PTCD3" -1.23588074935105
"SYTL3" "SYTL3" -1.23539619339116
"HNRNPDL" "HNRNPDL" -1.2353801944134
"RAB1B" "RAB1B" 1.23525002239316
"NSD3" "NSD3" -1.23500587213719
"MRPS24" "MRPS24" 1.23471157883238
"AC073896.1" "AC073896.1" 1.23436425357974
"RIOK1" "RIOK1" -1.23430178876813
"CHD9" "CHD9" -1.23423075350101
"LINC01355" "LINC01355" -1.23370506658225
"MRPL40" "MRPL40" -1.23362018544312
"DPP3-DT" "DPP3-DT" 1.23353605426929
"PRC1" "PRC1" -1.233400223652
"GIMAP6" "GIMAP6" -1.23324132124604
"CMAS" "CMAS" -1.23291330754786
"SORD2P" "SORD2P" 1.23274907463437
"ZYX" "ZYX" -1.23259991821991
"AC100786.1" "AC100786.1" 1.23250324800927
"HUWE1" "HUWE1" -1.23203528483678
"GAL" "GAL" -1.23182846967008
"GAS2L3" "GAS2L3" 1.23143937061982
"PRPSAP1" "PRPSAP1" 1.23112400612969
"AC006001.2" "AC006001.2" 1.2306872737314
"NOXA1" "NOXA1" 1.23053182742179
"HMGB1" "HMGB1" -1.23012688484586
"PNKD" "PNKD" -1.23007768075871
"RRP9" "RRP9" 1.22919681768021
"ICOSLG" "ICOSLG" 1.2289958177288
"ATP8B4" "ATP8B4" -1.2289170563764
"BTBD10" "BTBD10" -1.22881867254252
"ABCB9" "ABCB9" 1.2286880745269
"AC122129.1" "AC122129.1" 1.22852624008315
"STXBP2" "STXBP2" 1.22651277123813
"TAOK3" "TAOK3" -1.22583887524577
"MOCS1" "MOCS1" 1.2256942057329
"HDAC1" "HDAC1" 1.22538972107229
"BPNT1" "BPNT1" 1.22531615596345
"MFSD8" "MFSD8" -1.225090884392
"SHCBP1" "SHCBP1" -1.22504661992216
"MYBPC3" "MYBPC3" 1.224832475709
"CLN6" "CLN6" 1.2246007808645
"CDK13" "CDK13" -1.22332061067064
"MLF2" "MLF2" 1.22276090617674
"DOCK11" "DOCK11" -1.22226435054509
"AIM2" "AIM2" -1.2222185713354
"ZCCHC8" "ZCCHC8" -1.22194695060802
"AL139260.3" "AL139260.3" 1.2218642474416
"WDR6" "WDR6" 1.22095801531857
"IP6K2" "IP6K2" 1.22067101446355
"CAMSAP1" "CAMSAP1" 1.22020607909818
"RIC3" "RIC3" 1.22014759420137
"CUL7" "CUL7" 1.21959823871916
"AC005702.1" "AC005702.1" 1.21950388952004
"DDX24" "DDX24" -1.21928901690187
"PKN3" "PKN3" 1.21913157942137
"SNX13" "SNX13" -1.21875573943282
"AC005229.4" "AC005229.4" -1.2185823133451
"PLEKHF1" "PLEKHF1" -1.2182381282056
"PLCL1" "PLCL1" -1.21822666570027
"ALKBH2" "ALKBH2" 1.2180279953565
"TUBGCP6" "TUBGCP6" 1.21797847172302
"PICK1" "PICK1" 1.21794946844174
"EXTL2" "EXTL2" -1.21783213711889
"RNH1" "RNH1" 1.21749787085017
"TNFSF10" "TNFSF10" -1.21664353700298
"COQ10B" "COQ10B" -1.21657048341229
"MFNG" "MFNG" 1.21635423102553
"DDR2" "DDR2" 1.21622832845836
"RPS27AP16" "RPS27AP16" 1.21622773325631
"ZNF503" "ZNF503" 1.21621675714276
"PLD3" "PLD3" -1.21608931621837
"SFXN3" "SFXN3" 1.2159721109233
"POP7" "POP7" 1.21564433591019
"AP5M1" "AP5M1" -1.21557019899443
"EMC7" "EMC7" -1.21555916563547
"NRSN2-AS1" "NRSN2-AS1" -1.2154280646307
"EVL" "EVL" -1.21519124122879
"PSMD8" "PSMD8" 1.21517791472852
"UBE2G2" "UBE2G2" 1.21448095611352
"C11orf80" "C11orf80" 1.21444821700805
"LEPROT" "LEPROT" 1.21440215683343
"TPP2" "TPP2" -1.21428893112539
"HLA-E" "HLA-E" -1.21388249084874
"MIOS" "MIOS" -1.21385374047953
"AC009974.1" "AC009974.1" 1.21383033014258
"AL049840.2" "AL049840.2" 1.2138221669939
"GUSBP1" "GUSBP1" 1.21374656268684
"FLOT1" "FLOT1" 1.21338993363534
"CIAO3" "CIAO3" 1.21324358918663
"MPG" "MPG" 1.21315870796343
"DDX46" "DDX46" -1.21308499915186
"AC068580.1" "AC068580.1" 1.21250967251104
"MAP10" "MAP10" -1.21213925842895
"COL6A2" "COL6A2" -1.21206405193328
"CYB561" "CYB561" 1.21191271861442
"WASHC4" "WASHC4" -1.21175744640158
"AC006453.3" "AC006453.3" 1.21126732119706
"CUTA" "CUTA" 1.21088525320229
"AP000593.4" "AP000593.4" -1.21060653369
"XAF1" "XAF1" -1.21025032078965
"APLF" "APLF" -1.21002973941183
"UBAC1" "UBAC1" 1.21002743003596
"OTULIN" "OTULIN" 1.20964498343698
"RABGGTB" "RABGGTB" -1.20960200086849
"GPI" "GPI" 1.2094715505908
"RBFA" "RBFA" 1.20938640063733
"ZNF681" "ZNF681" -1.2093639241582
"ATAD2" "ATAD2" -1.20914068076898
"TRMO" "TRMO" -1.20874796380663
"SH3D21" "SH3D21" 1.20873719558254
"AC022509.3" "AC022509.3" 1.20868305976791
"PKD1P4" "PKD1P4" 1.20809518246484
"NPIPB14P" "NPIPB14P" -1.20767614130973
"CAMSAP3" "CAMSAP3" 1.20767091482498
"SOWAHD" "SOWAHD" 1.20724533441683
"F11R" "F11R" 1.20723889176448
"VEZT" "VEZT" -1.20712189502247
"TRPM2" "TRPM2" -1.2060398273851
"KRT10-AS1" "KRT10-AS1" 1.20601242681428
"MT-RNR1" "MT-RNR1" 1.20591611589146
"IRF2-DT" "IRF2-DT" -1.20586152324534
"BLOC1S1" "BLOC1S1" 1.20576394413114
"C1GALT1" "C1GALT1" -1.20554640580725
"ZNF436" "ZNF436" -1.20524525666219
"RIPK2" "RIPK2" -1.20444660074907
"HAUS6" "HAUS6" -1.20412086734301
"UHRF1" "UHRF1" 1.20391891596009
"FRYL" "FRYL" -1.20359945265647
"CATSPER1" "CATSPER1" 1.20310713638603
"RNF6" "RNF6" -1.2024923464816
"TBCCD1" "TBCCD1" 1.20241700890757
"COX7A2L" "COX7A2L" 1.20221351689256
"CHMP1B-AS1" "CHMP1B-AS1" -1.20200144954647
"TST" "TST" 1.20037785475552
"LPAR3" "LPAR3" 1.20014035733011
"MACIR" "MACIR" -1.20012134828201
"ARID4A" "ARID4A" -1.19998734726125
"SPIRE2" "SPIRE2" 1.19960942751353
"SCARF1" "SCARF1" -1.19916999921267
"WDR48" "WDR48" -1.19814114579427
"WBP2" "WBP2" 1.19790897385729
"OMG" "OMG" 1.19786767881776
"COMMD5" "COMMD5" 1.19775594690158
"PRPS2" "PRPS2" -1.19773548728119
"GTF2H2B" "GTF2H2B" -1.19757508573569
"ARMT1" "ARMT1" -1.19705793300075
"CAST" "CAST" -1.19683741145781
"MOSPD2" "MOSPD2" -1.19676308803747
"PAQR5" "PAQR5" 1.19649273358756
"AC012358.4" "AC012358.4" 1.1964654145322
"ZNF28" "ZNF28" 1.19442476067717
"BCAP29" "BCAP29" -1.19440791933543
"ABLIM1" "ABLIM1" -1.19439776053798
"SHB" "SHB" 1.19439769574676
"TAPBPL" "TAPBPL" -1.19428132975235
"PI4KAP2" "PI4KAP2" 1.19407839764285
"CDC73" "CDC73" -1.19392932627833
"BBS12" "BBS12" -1.19388854314433
"CEBPG" "CEBPG" -1.19387134955554
"SIK3" "SIK3" 1.19379272742948
"TICAM2" "TICAM2" -1.19299716349708
"IQCC" "IQCC" 1.19266964181764
"KCNAB2" "KCNAB2" 1.19233472948038
"ANKLE2" "ANKLE2" 1.1923217122453
"GTPBP3" "GTPBP3" 1.19230117947258
"ARHGAP1" "ARHGAP1" 1.19224458812648
"ATG16L1" "ATG16L1" -1.19222084292079
"ZNFX1" "ZNFX1" -1.19189043999894
"GOLGA3" "GOLGA3" 1.19186111973707
"TPGS2" "TPGS2" 1.19149923327121
"AL671883.2" "AL671883.2" 1.19124631925805
"ZNF37BP" "ZNF37BP" -1.19111661012445
"PITX1-AS1" "PITX1-AS1" 1.19106008515075
"NCAPH2" "NCAPH2" 1.19088570464134
"RNF44" "RNF44" 1.19005131888915
"CNTNAP1" "CNTNAP1" 1.1897869922179
"SLC25A51" "SLC25A51" 1.18974006108108
"SLC25A53" "SLC25A53" 1.18954588927828
"THUMPD3" "THUMPD3" -1.18951224522966
"MRFAP1L1" "MRFAP1L1" -1.18933417475229
"RHOQ-AS1" "RHOQ-AS1" 1.18878113838736
"CKMT2-AS1" "CKMT2-AS1" 1.1887053148563
"PLEKHA7" "PLEKHA7" -1.18846057154172
"RPS23" "RPS23" 1.18842399580383
"GM2A" "GM2A" -1.18836334153485
"AL353732.2" "AL353732.2" 1.18702350855095
"ZMYM4" "ZMYM4" -1.18698900044182
"VPS16" "VPS16" 1.18662797748372
"AL109628.2" "AL109628.2" -1.18639225318213
"RMRP" "RMRP" 1.18570372168613
"HNRNPUL2" "HNRNPUL2" -1.18560141443689
"RHNO1" "RHNO1" 1.18555558856913
"STOML2" "STOML2" 1.18527970305216
"MACO1" "MACO1" -1.18514768995471
"CDC123" "CDC123" -1.18477422761189
"ETFDH" "ETFDH" -1.18470626514547
"LINC02916" "LINC02916" 1.18455211232729
"TAP1" "TAP1" -1.1843107452835
"PCBD1" "PCBD1" 1.18413301399684
"RIOX1" "RIOX1" -1.18367590383121
"CXCL16" "CXCL16" -1.18333640973179
"SPRTN" "SPRTN" -1.18309841599097
"HLA-DQB1" "HLA-DQB1" -1.18298703992209
"AC073046.1" "AC073046.1" 1.18288771258046
"ITGA4" "ITGA4" -1.1828564869936
"FXR1" "FXR1" -1.18266456429604
"CHIT1" "CHIT1" -1.18260061888878
"ZNF140" "ZNF140" -1.18240160901664
"TMEM107" "TMEM107" 1.18210510339605
"ARHGEF6" "ARHGEF6" -1.18205856951591
"CARD8-AS1" "CARD8-AS1" -1.18171496741561
"TPT1-AS1" "TPT1-AS1" 1.18125488930944
"PMFBP1" "PMFBP1" -1.18107600536085
"TPK1" "TPK1" -1.18089589750553
"PET100" "PET100" 1.18081817121511
"VTN" "VTN" 1.18070687638177
"EPN1" "EPN1" 1.1805633121831
"B4GALNT3" "B4GALNT3" 1.18018601758502
"WFS1" "WFS1" 1.17983029786492
"SP110" "SP110" -1.17940222106911
"BTBD1" "BTBD1" -1.17916676794567
"PLPBP" "PLPBP" 1.17912500176442
"ARIH2" "ARIH2" 1.17884128761272
"LINC02610" "LINC02610" -1.17866102488217
"ATF6" "ATF6" -1.1784360529556
"INPP4A" "INPP4A" 1.17831419627405
"SLC25A1" "SLC25A1" 1.17821035574806
"KYAT3" "KYAT3" -1.17806226401334
"CCDC88A" "CCDC88A" -1.17797920206096
"AC003072.1" "AC003072.1" 1.17755545383143
"RANBP6" "RANBP6" -1.17683943746836
"LINS1" "LINS1" -1.17670747838363
"GCHFR" "GCHFR" 1.17656642164186
"ZNF717" "ZNF717" 1.17650812049311
"GP6-AS1" "GP6-AS1" 1.17641425826256
"SNAI3-AS1" "SNAI3-AS1" 1.1763289884337
"ST6GALNAC4" "ST6GALNAC4" 1.17603143690923
"AL136295.1" "AL136295.1" 1.17580392288954
"DDX21" "DDX21" -1.17554327271312
"DCAKD" "DCAKD" 1.17546761131541
"NEDD1" "NEDD1" -1.1754351609092
"ZNF736" "ZNF736" 1.17498277574043
"ST6GAL1" "ST6GAL1" -1.17488455566307
"IFT140" "IFT140" 1.17467531078484
"AL442125.1" "AL442125.1" 1.17418982303383
"SLC35B4" "SLC35B4" -1.17404382970363
"STT3A" "STT3A" 1.17388035405463
"SPOUT1" "SPOUT1" 1.17384374827198
"KMT2D" "KMT2D" 1.17376216631987
"USF2" "USF2" 1.17372186146204
"HOMER2" "HOMER2" 1.17369504399178
"DUS4L-BCAP29" "DUS4L-BCAP29" -1.17359320149701
"VPS72" "VPS72" 1.17325753153076
"ZNF428" "ZNF428" 1.17290779930423
"TAF1A" "TAF1A" -1.1725856074473
"SEC24C" "SEC24C" 1.17178230349199
"NFAM1" "NFAM1" -1.17173920700934
"GMPS" "GMPS" -1.17167079382278
"GNAI1" "GNAI1" 1.17144979575063
"TOMM7" "TOMM7" 1.17135846320726
"MXD4" "MXD4" 1.17113505015002
"LYPLA1" "LYPLA1" -1.17072143732098
"HMGN3" "HMGN3" -1.17019094793928
"MICOS10" "MICOS10" 1.16995248082136
"AC107871.1" "AC107871.1" 1.16985875329179
"DNAJC10" "DNAJC10" -1.16982113278546
"RAB11B" "RAB11B" 1.16980061165446
"UTP14A" "UTP14A" -1.16956450386456
"SEC11A" "SEC11A" 1.16956040912992
"SWI5" "SWI5" 1.16947581903662
"TDRD7" "TDRD7" -1.16868461400095
"AC066616.2" "AC066616.2" 1.16867911482484
"RAD9B" "RAD9B" -1.16846025056094
"KLF4" "KLF4" 1.16815964679
"MEX3C" "MEX3C" -1.16676615467847
"BRD3OS" "BRD3OS" 1.16671261756409
"IQCG" "IQCG" -1.16616301500902
"ASPHD1" "ASPHD1" -1.16605311927685
"TEF" "TEF" 1.16580974617468
"RAB40B" "RAB40B" -1.16547257710549
"CD47" "CD47" -1.16456676440988
"XRCC1" "XRCC1" 1.16418259870531
"PIP5K1C" "PIP5K1C" 1.16414653513356
"ZBED5" "ZBED5" -1.16394515489325
"PIGA" "PIGA" -1.16367093656207
"FITM2" "FITM2" 1.16352433217616
"AC109460.1" "AC109460.1" 1.16326978420357
"AAAS" "AAAS" 1.16314129352435
"MAP3K5" "MAP3K5" -1.16312750002811
"TAMALIN" "TAMALIN" -1.16302774862616
"HRAS" "HRAS" 1.16299916298401
"AC090004.1" "AC090004.1" -1.16297691940294
"TMEM161B-DT" "TMEM161B-DT" 1.16291505334351
"CFAP298-TCP10L" "CFAP298-TCP10L" 1.16282389621864
"ZNF433-AS1" "ZNF433-AS1" 1.16260165436893
"N4BP2L1" "N4BP2L1" -1.16231997268587
"U2AF1L4" "U2AF1L4" -1.16220039113999
"COPS5" "COPS5" -1.162074393047
"ATP6V1E2" "ATP6V1E2" 1.16178009062009
"ZNF559" "ZNF559" -1.16172536798115
"MBTPS1" "MBTPS1" 1.16171843509013
"PLEK" "PLEK" -1.16149220855153
"MTND5P32" "MTND5P32" 1.16121053915145
"CBFA2T2" "CBFA2T2" 1.16100780585305
"CENPE" "CENPE" -1.16094315614787
"AC009093.3" "AC009093.3" 1.16088685337764
"CDK2AP1" "CDK2AP1" -1.16048259991719
"IDS" "IDS" 1.16047055491628
"TMEM199" "TMEM199" 1.16033912314405
"DYNLT4" "DYNLT4" 1.16003384151937
"TBRG4" "TBRG4" 1.16002569328521
"SCNM1" "SCNM1" -1.15975058659456
"CCP110" "CCP110" -1.15972840824368
"SF3B4" "SF3B4" 1.15932409842336
