"gene_name" "rank"
"SLAMF6" "SLAMF6" -0.27149205832023
"C1orf74" "C1orf74" -0.271461849395332
"ANKRD18EP" "ANKRD18EP" 0.271195104590487
"CDK11B" "CDK11B" 0.271130280056622
"KATNBL1" "KATNBL1" 0.271108201427966
"DYRK1A" "DYRK1A" 0.271074352462645
"RBM4B" "RBM4B" 0.271062940582994
"ZNF296" "ZNF296" -0.270917422827852
"NHLRC2" "NHLRC2" -0.270522934578108
"AC097382.3" "AC097382.3" 0.270420707279934
"CPTP" "CPTP" 0.270289703334744
"SELENOK" "SELENOK" 0.270260506137468
"PNPLA6" "PNPLA6" 0.270225024047889
"STON1" "STON1" 0.270196854586357
"TMEM191C" "TMEM191C" 0.270196801869842
"NUDT16" "NUDT16" 0.270157674275567
"DEPDC5" "DEPDC5" -0.270091395275572
"SLC35E2A" "SLC35E2A" 0.27000143292022
"ZKSCAN5" "ZKSCAN5" -0.269994039773505
"CCL3L3" "CCL3L3" 0.269877686459876
"CCL3L1" "CCL3L1" 0.269877686459876
"AL139246.5" "AL139246.5" 0.269829566452022
"HEXIM2" "HEXIM2" 0.269665826860044
"MSL3P1" "MSL3P1" -0.269638851949982
"CHRAC1" "CHRAC1" 0.269496004236724
"COG1" "COG1" -0.269159281734874
"PKD1" "PKD1" 0.269002767545532
"GEMIN7-AS1" "GEMIN7-AS1" 0.268901887934588
"ZNF767P" "ZNF767P" 0.268790646677289
"AL161457.2" "AL161457.2" -0.268726847540845
"OPRL1" "OPRL1" 0.26826709990005
"CBLB" "CBLB" -0.268255728038506
"ZNF292" "ZNF292" -0.268228058537993
"RRP1B" "RRP1B" 0.268213160688111
"GPD1L" "GPD1L" -0.2681685175574
"USP46" "USP46" -0.268140597586701
"DNA2" "DNA2" -0.268012211907346
"CEP44" "CEP44" -0.267894068872372
"AC073548.1" "AC073548.1" 0.267867526272614
"CSK" "CSK" -0.267797327474171
"LSM1" "LSM1" -0.26777367394946
"DBNL" "DBNL" 0.267670620719752
"CD38" "CD38" -0.267578704382885
"LILRA5" "LILRA5" 0.26749945598214
"CDS1" "CDS1" -0.267239415788262
"STAM" "STAM" 0.267146468847044
"SREBF2-AS1" "SREBF2-AS1" -0.26712018151934
"SYNGR1" "SYNGR1" -0.267009986169787
"PABPN1" "PABPN1" 0.267008050398868
"CORO1C" "CORO1C" 0.266996087492403
"SCO2" "SCO2" -0.266970273004865
"FRMD3" "FRMD3" -0.266727846789866
"MOK" "MOK" 0.266663367403531
"KCNMA1" "KCNMA1" 0.266578377369352
"JMJD6" "JMJD6" 0.266540954213878
"DHRS7" "DHRS7" -0.2665217256642
"SENP5" "SENP5" -0.266336278737568
"PHACTR2" "PHACTR2" -0.2662822640399
"ST14" "ST14" 0.266204165535547
"WDR61" "WDR61" 0.266087040023533
"MVD" "MVD" 0.265783877843975
"LINC01137" "LINC01137" -0.265722136880776
"GLG1" "GLG1" -0.265657219068443
"AC092881.1" "AC092881.1" 0.265602005255739
"PRMT5" "PRMT5" -0.265543215698222
"APC2" "APC2" -0.265533218038048
"ZNF223" "ZNF223" -0.265439840003215
"RPGRIP1" "RPGRIP1" -0.265363158708645
"DIP2C" "DIP2C" 0.265318244605063
"HPS6" "HPS6" 0.265288697603216
"GJD3" "GJD3" -0.265131753276815
"NCOA5" "NCOA5" -0.265130179710065
"ZNF724" "ZNF724" 0.265073229747747
"TANGO6" "TANGO6" 0.265014417157883
"THUMPD2" "THUMPD2" -0.264885675639209
"AC004812.2" "AC004812.2" -0.264832753856337
"APOC1P1" "APOC1P1" -0.264748946313243
"SNHG15" "SNHG15" -0.264595519272545
"H1-0" "H1-0" 0.264560745410126
"AKR1C7P" "AKR1C7P" 0.264525639046699
"BTBD19" "BTBD19" 0.264490026310009
"AC145676.1" "AC145676.1" 0.264407152532405
"OVOL1" "OVOL1" -0.264325360516685
"GCSH" "GCSH" -0.264324342144598
"TIMP2" "TIMP2" -0.26427382643913
"ZNF702P" "ZNF702P" -0.264262161436822
"AC112907.3" "AC112907.3" 0.264226518499908
"PRR14L" "PRR14L" -0.264026927819046
"LPIN1" "LPIN1" -0.264000663110948
"MPZL1" "MPZL1" -0.263907514305809
"CCT3" "CCT3" -0.263858550902532
"CTSH" "CTSH" -0.263809352493902
"EIF4G3" "EIF4G3" -0.263788358094717
"FTH1P5" "FTH1P5" 0.263684872434941
"CTH" "CTH" 0.263669705043599
"SMPD1" "SMPD1" -0.263295158088321
"LINC02345" "LINC02345" -0.26293087644701
"OTULINL" "OTULINL" -0.262885737900915
"NSUN7" "NSUN7" -0.262875408081707
"TBCK" "TBCK" 0.262845488449123
"ENC1" "ENC1" -0.262634929295031
"BRD9" "BRD9" 0.262618396081694
"NIPAL3" "NIPAL3" 0.262576660590241
"GFOD1" "GFOD1" 0.262569096305807
"AC004967.2" "AC004967.2" -0.262345417839796
"NDUFA8" "NDUFA8" 0.262302586382765
"RINL" "RINL" 0.262224211359771
"PDXP" "PDXP" -0.261959684100369
"GOT1" "GOT1" 0.261648051164671
"MIB1" "MIB1" -0.261637131294914
"C12orf73" "C12orf73" -0.261543983050937
"USP22" "USP22" 0.261372662857025
"AL162258.1" "AL162258.1" -0.261361809264819
"EPHB6" "EPHB6" 0.261335492541446
"ZBTB24" "ZBTB24" -0.261285936450425
"COQ7" "COQ7" 0.26106621271902
"SAR1A" "SAR1A" -0.260843114350449
"PAAF1" "PAAF1" -0.260818937922045
"CLDN23" "CLDN23" -0.260779113245221
"MET" "MET" -0.260577716196676
"METTL23" "METTL23" -0.2605282422834
"CAMP" "CAMP" 0.260318672697218
"SLC25A43" "SLC25A43" 0.260290163333644
"CBX4" "CBX4" 0.260132641145067
"PPIL1" "PPIL1" -0.259838912224484
"NKX3-1" "NKX3-1" -0.259813343902981
"NAA50" "NAA50" -0.259767789478507
"AL159166.1" "AL159166.1" -0.259748555569031
"LINC02185" "LINC02185" 0.259478272642268
"TMED5" "TMED5" -0.259346423057871
"MAILR" "MAILR" -0.259276598287214
"CFP" "CFP" -0.259098428306987
"TMPO" "TMPO" -0.259005963146512
"GATC" "GATC" 0.258857497385234
"LUZP1" "LUZP1" -0.258827656318122
"MS4A7" "MS4A7" 0.2588178386575
"HCLS1" "HCLS1" 0.258793449100868
"UGDH-AS1" "UGDH-AS1" 0.258792213036632
"WFIKKN2" "WFIKKN2" -0.258789509502803
"TADA1" "TADA1" -0.258637828328286
"GLT1D1" "GLT1D1" 0.258395189124857
"PSMA6" "PSMA6" -0.258351715602399
"AURKAIP1" "AURKAIP1" 0.258298768965882
"AL606807.1" "AL606807.1" 0.258284007610556
"KBTBD4" "KBTBD4" 0.25826927136552
"GMIP" "GMIP" -0.258261544833879
"NFU1" "NFU1" -0.258236408088646
"GLIS3" "GLIS3" -0.258143237225131
"DTX2P1" "DTX2P1" 0.258136768468403
"AC004540.2" "AC004540.2" 0.258123501201313
"NCR3LG1" "NCR3LG1" 0.258086736498564
"MAN2C1" "MAN2C1" 0.258065044302332
"PLAUR" "PLAUR" 0.258047499410132
"CYP2D7" "CYP2D7" -0.257892271712345
"FNDC3B" "FNDC3B" 0.257786052117791
"RRP7BP" "RRP7BP" 0.257777273106322
"FUBP1" "FUBP1" -0.25763774875751
"PCYOX1L" "PCYOX1L" -0.257530983122902
"AP001372.2" "AP001372.2" -0.257473980265815
"AC008443.1" "AC008443.1" -0.257312531168358
"RAP2B" "RAP2B" -0.257267195854369
"LINC02154" "LINC02154" 0.257175194988819
"THSD8" "THSD8" -0.25717222314918
"NR2F6" "NR2F6" 0.257089760670512
"FUNDC2" "FUNDC2" -0.257082022522981
"LINC01426" "LINC01426" 0.257081667801553
"LILRB3" "LILRB3" 0.257039135253693
"FUT4" "FUT4" -0.257030988382985
"DENND5A" "DENND5A" 0.25697035661123
"BAG2" "BAG2" 0.256814693498378
"CTPS1" "CTPS1" -0.256738471693148
"BAG1" "BAG1" 0.256544194932574
"PHF7" "PHF7" 0.256400168501839
"AC090198.1" "AC090198.1" -0.256081115273343
"BMP8A" "BMP8A" -0.256055227463805
"ZNF48" "ZNF48" 0.256030032098396
"AP000688.1" "AP000688.1" -0.255971583398107
"ZNF584" "ZNF584" 0.255885049467515
"OSBPL11" "OSBPL11" -0.255740535596562
"YIPF5" "YIPF5" -0.255620736506632
"STXBP5-AS1" "STXBP5-AS1" 0.255527586680202
"TBC1D32" "TBC1D32" -0.255414910781109
"CDCA8" "CDCA8" -0.255247535478591
"CYB5A" "CYB5A" 0.255062801270528
"TRIM27" "TRIM27" -0.255058950911222
"DEF6" "DEF6" -0.25504117415355
"CAVIN3" "CAVIN3" -0.254884183422864
"SH2B2" "SH2B2" 0.254761307752328
"ZSWIM1" "ZSWIM1" 0.254697525626207
"CCNL1" "CCNL1" -0.254383445536199
"VPS37B" "VPS37B" 0.254280674317099
"RDH5" "RDH5" 0.254059726522465
"DYM" "DYM" 0.253888951603648
"DYNC1H1" "DYNC1H1" -0.25384987127577
"ZNF343" "ZNF343" -0.253739686194674
"CDC37L1" "CDC37L1" -0.253736331594958
"FOXM1" "FOXM1" 0.25372993729418
"PMS2" "PMS2" -0.253601485799442
"GSTO1" "GSTO1" -0.253598439644243
"NANP" "NANP" 0.253532823541882
"SEPTIN2" "SEPTIN2" -0.253524009153496
"LIG3" "LIG3" -0.253408752523971
"TXNDC16" "TXNDC16" -0.253377515238919
"AC060780.1" "AC060780.1" 0.253144187954873
"PPM1M" "PPM1M" -0.253072266338232
"SPIN3" "SPIN3" 0.253019378242235
"ATP6V0A1" "ATP6V0A1" 0.252963317256944
"IL6ST" "IL6ST" 0.252945853386849
"HIC1" "HIC1" -0.252826045242229
"ZFTA" "ZFTA" 0.252616675190046
"HUS1" "HUS1" 0.252561685489499
"TONSL" "TONSL" 0.252494245543702
"TVP23C-CDRT4" "TVP23C-CDRT4" -0.252403494345998
"GPX7" "GPX7" 0.252382488161468
"ZNF655" "ZNF655" -0.252279879648403
"CREB1" "CREB1" 0.252116443330472
"DCUN1D4" "DCUN1D4" 0.252100542687743
"NOA1" "NOA1" -0.251980497382583
"PIGL" "PIGL" 0.251929716826382
"KLF6" "KLF6" 0.251820420284239
"DAB2" "DAB2" 0.251719933931376
"ZNF568" "ZNF568" 0.251636007530751
"AK1" "AK1" 0.251457170786453
"PNPLA4" "PNPLA4" -0.251338958080272
"HIF1AN" "HIF1AN" 0.251324293998736
"MPLKIP" "MPLKIP" 0.25126100697011
"RAP2A" "RAP2A" -0.251259668771369
"TRIM47" "TRIM47" 0.251203109060441
"FAHD2B" "FAHD2B" 0.251045055782805
"ENPP3" "ENPP3" 0.250940832136036
"C17orf49" "C17orf49" 0.250660282922058
"GLCE" "GLCE" 0.250622913734144
"AL031320.2" "AL031320.2" 0.250598096646624
"SLC46A3" "SLC46A3" -0.25058206816912
"ARFRP1" "ARFRP1" -0.250581341650437
"GPRIN3" "GPRIN3" 0.250439683595726
"H4C14" "H4C14" -0.250382131326589
"AC005306.1" "AC005306.1" 0.250365861934645
"SPHK1" "SPHK1" 0.250363461659829
"TBCE.1" "TBCE.1" -0.250277880753034
"WNK1" "WNK1" 0.250260657228109
"MRTO4" "MRTO4" 0.250255439163267
"TMCO3" "TMCO3" 0.250248843407466
"ZNF280C" "ZNF280C" -0.250055924389154
"HNRNPK" "HNRNPK" -0.249993275109871
"CORO7-PAM16" "CORO7-PAM16" -0.249774512065165
"RGPD8" "RGPD8" 0.24972920396302
"MLYCD" "MLYCD" 0.249726702363763
"CRABP2" "CRABP2" -0.249704905148816
"TMEM170A" "TMEM170A" -0.249599216662701
"BAIAP2" "BAIAP2" 0.2495258865986
"GLYCTK" "GLYCTK" 0.249506807622591
"PIKFYVE" "PIKFYVE" -0.249293222318287
"AL158212.3" "AL158212.3" -0.249204762817406
"ZNF473" "ZNF473" 0.248990721259833
"INPP5F" "INPP5F" -0.248843044908916
"ZNF583" "ZNF583" -0.248734777678241
"FBXW11" "FBXW11" 0.248642037346851
"SQLE" "SQLE" 0.248468869407625
"SPG11" "SPG11" -0.248377901122374
"TTLL4" "TTLL4" -0.248331389648837
"BCAS3" "BCAS3" 0.248309372935224
"SNX11" "SNX11" 0.248303560063765
"UHRF2" "UHRF2" -0.248261643919143
"NRIP1" "NRIP1" -0.248243552564715
"TMEM63B" "TMEM63B" -0.248114283139004
"NAA10" "NAA10" 0.24783700200302
"ID2" "ID2" -0.247758459772438
"RNF4" "RNF4" -0.247531828399178
"WDR45" "WDR45" 0.247513489532417
"CAPN7" "CAPN7" -0.24750529800613
"CD300C" "CD300C" -0.24735427543119
"MEPCE" "MEPCE" 0.247333294667054
"CDKN2C" "CDKN2C" -0.247305072408137
"SEMA4B" "SEMA4B" 0.247199922095163
"ZNF629" "ZNF629" -0.247134877198314
"NFKBIA" "NFKBIA" 0.246945750937168
"HLA-DRB5" "HLA-DRB5" -0.246944135538367
"ARL10" "ARL10" 0.246838401194749
"RFT1" "RFT1" 0.246786046456986
"CCDC85B" "CCDC85B" 0.246661412509754
"TNNI1" "TNNI1" 0.24662585728226
"PPIB" "PPIB" -0.246561301332756
"DCP1B" "DCP1B" 0.246541597552353
"AC135977.1" "AC135977.1" 0.246483133872043
"PDGFC" "PDGFC" -0.246380238138321
"AC005726.2" "AC005726.2" 0.246251564409669
"UHMK1" "UHMK1" -0.24617676205491
"TSPAN4" "TSPAN4" 0.24608570158545
"TMEM51" "TMEM51" 0.245946690518807
"CEP104" "CEP104" 0.245937086676692
"FAM104B" "FAM104B" -0.245912784463486
"EMILIN2" "EMILIN2" -0.245859396866208
"FRAT2" "FRAT2" -0.245831549993213
"RNFT1-DT" "RNFT1-DT" -0.245598340433181
"CREB5" "CREB5" 0.245589048022765
"ESS2" "ESS2" 0.245278135879368
"TCEAL9" "TCEAL9" 0.245271947035286
"EHF" "EHF" -0.245247276486217
"ERCC3" "ERCC3" 0.245115772692761
"PPP6C" "PPP6C" -0.245098366743499
"FN3K" "FN3K" -0.245012715555296
"COL6A3" "COL6A3" 0.244934448808632
"IFNA1" "IFNA1" 0.244872238549228
"IQCK" "IQCK" 0.244809031486947
"NR1D2" "NR1D2" 0.24475372343266
"PTPMT1" "PTPMT1" 0.244705279836023
"PLEKHH1" "PLEKHH1" 0.244546295804968
"DCAF1" "DCAF1" -0.244467433121343
"DNAJC3-DT" "DNAJC3-DT" -0.244421767223324
"CDA" "CDA" -0.244353612216999
"NOTCH2NLB" "NOTCH2NLB" 0.24432163425169
"AL391422.4" "AL391422.4" -0.244302987721272
"BRD2" "BRD2" -0.244154934839304
"ZNF287" "ZNF287" 0.244135524212142
"AP1G1" "AP1G1" -0.243853778676971
"IFI27" "IFI27" -0.243759227470989
"AC005082.1" "AC005082.1" -0.243757591095996
"AP2M1" "AP2M1" 0.24361774178331
"RRN3P2" "RRN3P2" 0.243601018724782
"ABL1" "ABL1" 0.24353748859792
"PTPN18" "PTPN18" 0.243358772253919
"AC026412.1" "AC026412.1" 0.24334548115734
"AP003557.1" "AP003557.1" 0.243302491475398
"CPVL" "CPVL" 0.243268679777441
"LPAR1" "LPAR1" 0.24286084154977
"AC068580.4" "AC068580.4" -0.242839481421176
"SUPT7L" "SUPT7L" 0.24269153356664
"LINC01588" "LINC01588" -0.242669808543711
"INPP5B" "INPP5B" 0.242599170510827
"MAP3K13" "MAP3K13" -0.242553294443365
"CBLL1-AS1" "CBLL1-AS1" -0.242461709459484
"ATP8B2" "ATP8B2" -0.242430082377095
"UBAC2" "UBAC2" 0.242228207938149
"ZNF607" "ZNF607" -0.241967191898155
"SFI1" "SFI1" 0.241934545778053
"STRN" "STRN" 0.241660771145854
"ZBED1" "ZBED1" -0.241409353960934
"AL353743.1" "AL353743.1" 0.241402584224743
"AFAP1L1" "AFAP1L1" 0.241382600563686
"NQO2" "NQO2" -0.241293727829397
"AC134878.2" "AC134878.2" -0.241175391859288
"ZNF573" "ZNF573" 0.24112273886173
"SLC9A3-AS1" "SLC9A3-AS1" 0.241023282576194
"NDUFV1" "NDUFV1" 0.241013627045438
"MTDH" "MTDH" -0.240839562736634
"SLC5A2" "SLC5A2" 0.240704321912017
"CAVIN4" "CAVIN4" 0.240366469585329
"CYCS" "CYCS" -0.240341929998254
"MITF" "MITF" 0.240251714559271
"TIE1" "TIE1" -0.240195810036409
"ALAS1" "ALAS1" -0.239864994840627
"KRT18P34" "KRT18P34" 0.239838130653083
"TUBA1B" "TUBA1B" 0.239820114829872
"PRDM4" "PRDM4" 0.239721840575882
"AHSA2P" "AHSA2P" -0.23972168566194
"RC3H1" "RC3H1" 0.239666630496555
"ACSS2" "ACSS2" 0.239426565205342
"AC026471.1" "AC026471.1" -0.239386010162514
"KIF2C" "KIF2C" -0.239346371814703
"CD300LF" "CD300LF" 0.23929664167362
"AC026362.1" "AC026362.1" -0.239119823498704
"CHAD" "CHAD" 0.238983901512696
"PKN2" "PKN2" -0.238961819652466
"ELP6" "ELP6" -0.238632475633491
"DRG1" "DRG1" -0.23844250441159
"BSCL2" "BSCL2" 0.238436775648141
"DYNLL1" "DYNLL1" -0.23842251647984
"DNAJC8" "DNAJC8" -0.238246839479685
"SRGAP2C" "SRGAP2C" 0.238150429341615
"EBP" "EBP" 0.238077314360672
"FAM149B1" "FAM149B1" 0.23792082324949
"EEF1A1P6" "EEF1A1P6" -0.237844668706798
"EMC9" "EMC9" -0.237808255093805
"ITPR3" "ITPR3" 0.237701308812703
"SBNO2" "SBNO2" 0.237483003242687
"FOSB" "FOSB" 0.23744500552884
"PDIA5" "PDIA5" 0.237202919913495
"NOLC1" "NOLC1" -0.237155562522458
"GRIN2A" "GRIN2A" -0.237105052982428
"KLHL15" "KLHL15" -0.23707339571399
"POPDC2" "POPDC2" -0.23694857880832
"EIF4EBP2" "EIF4EBP2" -0.236901239874523
"CSRNP2" "CSRNP2" 0.236856460884342
"CHCHD10" "CHCHD10" -0.236712349050863
"PIGBOS1" "PIGBOS1" 0.23643336805618
"LSM2" "LSM2" 0.236334150744851
"AC242842.3" "AC242842.3" -0.236197218808304
"ZNF490" "ZNF490" 0.235953540769743
"CA2" "CA2" -0.235932601460832
"TMEM242" "TMEM242" 0.235893776314375
"TTC28-AS1" "TTC28-AS1" -0.235589579540216
"AP1S2" "AP1S2" -0.235531508162071
"GFPT1" "GFPT1" -0.235493961659681
"ZNF653" "ZNF653" 0.235459983967095
"GAPDHP14" "GAPDHP14" 0.2353518553923
"BMP2K" "BMP2K" -0.235278538856454
"GIMAP1-GIMAP5" "GIMAP1-GIMAP5" -0.235121447387201
"SLC33A1" "SLC33A1" -0.23509778131191
"ECHDC2" "ECHDC2" 0.235091443276535
"C5orf51" "C5orf51" -0.235065587066966
"AL160006.1" "AL160006.1" 0.235057912023592
"SPIN4" "SPIN4" 0.235010967529266
"TSEN54" "TSEN54" 0.235005780432081
"MSTO1" "MSTO1" -0.234952373418425
"PPP2R5A" "PPP2R5A" -0.234903896809434
"REV1" "REV1" 0.234774611790335
"FBXW7" "FBXW7" -0.234546503593965
"ITPA" "ITPA" 0.234260296596757
"TMEM176B" "TMEM176B" -0.234105636825304
"KAT5" "KAT5" 0.234001570132789
"RTF2" "RTF2" -0.233884301269079
"ARL8A" "ARL8A" -0.233832308099947
"RBBP5" "RBBP5" 0.233761709114931
"KIF27" "KIF27" 0.233688121681805
"L3MBTL1" "L3MBTL1" 0.233333634216257
"RFK" "RFK" -0.233313031698369
"TDRD6" "TDRD6" -0.233254723789603
"BHLHE40" "BHLHE40" -0.233237147565105
"ASAP1" "ASAP1" 0.233196334442567
"RBBP4" "RBBP4" 0.233180218941742
"TAF9" "TAF9" -0.233104977664683
"PLPP1" "PLPP1" -0.233096719015695
"GPR153" "GPR153" -0.233011078649085
"ARMCX5-GPRASP2" "ARMCX5-GPRASP2" -0.232868295575994
"PCDHGB5" "PCDHGB5" 0.232820042361764
"STAU1" "STAU1" -0.232781891918267
"EBLN3P" "EBLN3P" 0.232743188223643
"NRSN2" "NRSN2" -0.232730916489169
"PLGLB2" "PLGLB2" -0.232669992500345
"AC008280.3" "AC008280.3" -0.232600152981128
"ZNF280D" "ZNF280D" -0.23243056852278
"NECTIN2" "NECTIN2" -0.232227653146482
"MUC5B" "MUC5B" 0.232169554004725
"TMEM182" "TMEM182" -0.232111575518252
"VOPP1" "VOPP1" 0.232100001131296
"RGS12" "RGS12" -0.231969370849266
"PPFIA1" "PPFIA1" -0.231929164123451
"AC004707.2" "AC004707.2" 0.231917100414426
"ZYG11B" "ZYG11B" 0.231888663267894
"IFT22" "IFT22" 0.231850127525818
"AGER" "AGER" -0.2317890336596
"CDKL5" "CDKL5" -0.231762994185161
"ZNF25" "ZNF25" -0.231533940472541
"MRPS14" "MRPS14" 0.231453678282657
"FECH" "FECH" -0.231432440045196
"KPNA2P3" "KPNA2P3" 0.231274915501761
"MAPK14" "MAPK14" 0.231225695482821
"LRRC57" "LRRC57" 0.231187331492448
"NLGN3" "NLGN3" 0.231097651315907
"CLPB" "CLPB" 0.231078242549641
"B3GALT4" "B3GALT4" 0.230976592303096
"EHBP1L1" "EHBP1L1" -0.230887929644293
"BORCS8-MEF2B" "BORCS8-MEF2B" 0.230788394806176
"ZNF330" "ZNF330" -0.230732194648053
"CHST3" "CHST3" -0.230682914125301
"LINC00662" "LINC00662" -0.23058928947226
"ANXA1" "ANXA1" -0.230435935418716
"MRPS28" "MRPS28" -0.230388197668589
"LANCL1" "LANCL1" -0.230301246581345
"EIF5A" "EIF5A" 0.230226376133374
"AC016026.1" "AC016026.1" -0.230136712855089
"THBS1" "THBS1" 0.229866913636585
"CC2D1A" "CC2D1A" 0.229855592532572
"WDR77" "WDR77" 0.229845059210168
"AC022107.1" "AC022107.1" 0.229831421207285
"ANG" "ANG" 0.229777164719754
"ARPC5" "ARPC5" -0.229739478308709
"ZBTB14" "ZBTB14" -0.229736661907185
"STARD13" "STARD13" 0.229627110626958
"TREM1" "TREM1" 0.2294930959092
"ZNF219" "ZNF219" 0.229492053155978
"RECQL5" "RECQL5" 0.229358573593439
"NAB1" "NAB1" -0.229321824678726
"ANKIB1" "ANKIB1" -0.229182402470695
"TSC2" "TSC2" 0.229007837570817
"FASTKD5" "FASTKD5" -0.228965574767474
"GOSR2" "GOSR2" 0.228846286791376
"GPSM3" "GPSM3" 0.228600719558553
"GTSF1" "GTSF1" -0.228593361409769
"AC004890.2" "AC004890.2" 0.228547480293201
"SLIRP" "SLIRP" -0.228538636893925
"SMIM13" "SMIM13" -0.228429104120772
"IGFN1" "IGFN1" -0.228364072075973
"SSRP1" "SSRP1" -0.228345740800718
"FFAR4" "FFAR4" -0.228333781050382
"AP001453.4" "AP001453.4" 0.228270989354908
"AC040162.1" "AC040162.1" -0.228246300781388
"PDP2" "PDP2" 0.227886534614287
"SLC15A2" "SLC15A2" -0.227856759893573
"HOOK2" "HOOK2" 0.227841169441902
"RUBCN" "RUBCN" 0.227738667488594
"NEK4" "NEK4" 0.22772176274055
"UBXN2B" "UBXN2B" -0.227513990854434
"CPEB2" "CPEB2" -0.227505736862362
"ACP1" "ACP1" 0.227141711964387
"ZNF250" "ZNF250" 0.226983205167936
"LSM5" "LSM5" -0.226971708417263
"MED24" "MED24" 0.226789352711564
"TP53I13" "TP53I13" 0.226784544166403
"L3MBTL2" "L3MBTL2" 0.226761270778268
"CD302" "CD302" -0.226748915146247
"EEF2K" "EEF2K" -0.226686222602651
"OPHN1" "OPHN1" 0.226545552268108
"PAN2" "PAN2" 0.226539010167846
"AC092368.3" "AC092368.3" 0.226511516749997
"SRPRB" "SRPRB" -0.226469137063735
"MRPL58" "MRPL58" 0.22643630354897
"DOCK4" "DOCK4" -0.226423611270469
"MEGF9" "MEGF9" 0.226371014360646
"PTPN4" "PTPN4" -0.226275652949414
"ARRDC2" "ARRDC2" 0.226235372082456
"SLC20A2" "SLC20A2" 0.225966227652275
"RSKR" "RSKR" 0.225793926242128
"MKNK1" "MKNK1" -0.225779839655973
"SSBP1" "SSBP1" -0.225578446290463
"SYT11" "SYT11" -0.225337807279982
"AL590867.2" "AL590867.2" -0.225317496282927
"KBTBD11" "KBTBD11" -0.22527593524535
"ITGA5" "ITGA5" -0.225186268654471
"WWP1" "WWP1" -0.225164276139459
"LBH" "LBH" 0.225041063063916
"VAMP1" "VAMP1" -0.225007600819343
"MTMR1" "MTMR1" -0.224976803009664
"IL1A" "IL1A" -0.224824521250929
"ATP10A" "ATP10A" 0.224798522874823
"TELO2" "TELO2" -0.224780037248679
"HINT1" "HINT1" -0.224703676238294
"IPMK" "IPMK" -0.224692020266775
"FAM20C" "FAM20C" 0.224523109003302
"MTPN" "MTPN" -0.224486370073042
"TMEM187" "TMEM187" -0.224372368144541
"PIM3" "PIM3" -0.224266617502889
"TMEM126A" "TMEM126A" 0.224234906470693
"MRC2" "MRC2" -0.224130011709715
"ALOX5AP" "ALOX5AP" -0.224114978694101
"MT-ND5" "MT-ND5" -0.224034455259198
"AL590617.2" "AL590617.2" 0.22388067629193
"HSD17B1-AS1" "HSD17B1-AS1" 0.22384274746036
"FNIP1" "FNIP1" 0.223838339488826
"HSBP1L1" "HSBP1L1" -0.223785147142569
"UFC1" "UFC1" 0.223755976887138
"PARP6" "PARP6" 0.223688563849341
"NFATC1" "NFATC1" 0.223631795187264
"H4C15" "H4C15" -0.223628314243237
"GTF2IP4" "GTF2IP4" 0.223624655627874
"PTDSS1" "PTDSS1" 0.223562502967591
"SNHG3" "SNHG3" 0.223533679656496
"SBF2" "SBF2" -0.223419632442146
"CYP4V2" "CYP4V2" 0.223358657700879
"FGD2" "FGD2" -0.223144499976496
"SCAI" "SCAI" 0.222892324876046
"AC008914.1" "AC008914.1" 0.222878164795007
"EIF5A2" "EIF5A2" 0.222866785986308
"INHBA-AS1" "INHBA-AS1" 0.222783670272504
"AC243829.1" "AC243829.1" 0.222648562821863
"ANKRD42-DT" "ANKRD42-DT" -0.221998510615229
"ERVW-1" "ERVW-1" 0.221910748107058
"DNAJC11" "DNAJC11" -0.221894217528053
"FZD8" "FZD8" 0.221886866466497
"ITFG2" "ITFG2" -0.221841388917097
"RASGRP1" "RASGRP1" -0.221545309885642
"RTL5" "RTL5" -0.221510734418828
"GPX1" "GPX1" -0.22134941187014
"UBIAD1" "UBIAD1" 0.221231481427428
"MATK" "MATK" -0.221042238928592
"UBE2G1" "UBE2G1" -0.221031442583273
"ANGPTL4" "ANGPTL4" 0.220949352581795
"DUS2" "DUS2" 0.220933566853334
"ZKSCAN1" "ZKSCAN1" 0.220850410591702
"MINK1" "MINK1" 0.220834151543069
"AC068831.8" "AC068831.8" -0.220648302529156
"FAM210B" "FAM210B" -0.220580445647669
"C1orf56" "C1orf56" 0.220560036256098
"MYO1G" "MYO1G" -0.220477527937192
"MIER2" "MIER2" 0.220434860516435
"PRNP" "PRNP" -0.220248080088549
"OXER1" "OXER1" -0.220099854257963
"AGRN" "AGRN" -0.220082427018597
"UNKL" "UNKL" -0.220045758587561
"AL358781.1" "AL358781.1" -0.220040530023102
"ERCC6" "ERCC6" -0.219949718737313
"ZDHHC6" "ZDHHC6" -0.219859846052781
"STARD8" "STARD8" 0.219714135558204
"AL390719.1" "AL390719.1" 0.219659634382999
"ZNF610" "ZNF610" -0.219652813844225
"RNF169" "RNF169" -0.219539248361145
"LRRC42" "LRRC42" -0.219465720870138
"CD14" "CD14" 0.219385902187985
"ARFGAP3" "ARFGAP3" -0.219373587533185
"MOB1A" "MOB1A" -0.219298295681839
"AC080013.1" "AC080013.1" 0.219202168114068
"ACY1" "ACY1" 0.218927572361874
"TFAP2E-AS1" "TFAP2E-AS1" 0.218823747239101
"DCAF17" "DCAF17" 0.218687177593429
"GCA" "GCA" -0.218619880468258
"RBM26-AS1" "RBM26-AS1" -0.218476096191672
"MAP2K2" "MAP2K2" 0.218300562086881
